# sqlite> select V.start_day, V.size, U.size, V.size - U.size from ArcStatsVolume as V, ArcStatsUser as U where U.src=9 and V.src = 9 and (V.type = 'fdsnws') and U.userID like '%fdsn%' and U.start_day > '2017-01-01' and V.start_day = U.start_day;
2017-03-27|8771484672|8771484672|0
2017-03-28|852673536|852673536|0
2017-03-29|7386186240|7386186240|0
2017-03-30|2663825920|2663825920|0
2017-03-31|4782692864|4782692864|0
2017-04-01|3520901120|3520901120|0
2017-04-02|5765798400|5765798400|0
2017-04-03|1650307072|1446859264|203447808
2017-04-04|1475047936|1475047936|0
2017-04-05|26923720192|26923330048|390144
2017-04-06|6901341184|6342581248|558759936
2017-04-07|12440541184|12440541184|0
2017-04-08|8506478592|8506478592|0
2017-04-09|9015407104|9015407104|0
2017-04-10|2559331328|2559331328|0
2017-04-11|1786241536|1786241536|0
2017-04-12|46316028416|46316028416|0
2017-04-13|8189655040|8189655040|0
2017-04-14|2853696000|2853696000|0
2017-04-15|6082873856|6082873856|0
2017-04-16|2747342336|2747342336|0
2017-04-17|11008730112|11008730112|0
2017-04-18|18759424000|18759424000|0
2017-04-19|18968363008|18968363008|0
2017-04-20|18691855872|18691855872|0
2017-04-21|52050800640|52050800640|0
2017-04-22|35041713152|35041713152|0
2017-04-23|26849842688|26849842688|0
2017-04-24|24070703616|24070703616|0
2017-04-25|10310789120|10255866368|54922752
2017-04-26|6504059904|6504059904|0
2017-04-27|4242921984|4242921984|0
2017-04-28|5266179584|5266179584|0
2017-04-29|3340183040|3340183040|0
2017-04-30|2328251904|2328251904|0
2017-05-01|4211926528|4211926528|0
2017-05-02|3297318912|3297318912|0
2017-05-03|3214516736|3214516736|0
2017-05-04|3120912896|3120912896|0
2017-05-05|4932612096|4932612096|0
2017-05-06|6620253696|6620253696|0
2017-05-07|1510519296|1510519296|0
2017-05-08|1600666112|1600666112|0
2017-05-09|1628652032|1628652032|0
2017-05-10|100350974464|100350974464|0
2017-05-11|5913718784|5913718784|0
2017-05-12|14453702656|10390921728|4062780928
2017-05-13|3274724352|1825880576|1448843776
2017-05-14|108873828864|108873828864|0
2017-05-15|85623077376|85623077376|0
2017-05-16|9811023872|8475727872|1335296000
2017-05-17|7212892160|4182212608|3030679552
2017-05-18|4925871616|4925871616|0
2017-05-19|9328631296|9328631296|0
2017-05-20|3834880512|3834880512|0
2017-05-21|3989474816|3989474816|0
2017-05-22|3872654848|3872654848|0
2017-05-23|3884546048|3884546048|0
2017-05-24|3917974528|3917974528|0
2017-05-25|3803497472|3803497472|0
2017-05-26|3605268480|3605268480|0
2017-05-27|3686974976|3686974976|0
2017-05-28|3811148288|3811148288|0
2017-05-29|3135224832|3135224832|0
2017-05-30|3907242496|3907242496|0
2017-05-31|4227069952|4227069952|0
2017-06-01|37482686976|37482686976|0
2017-06-02|3954055680|3954055680|0
2017-06-03|3570092544|3570092544|0
2017-06-04|3460063744|3460063744|0
2017-06-05|3564959232|3564959232|0
2017-06-06|3619835392|3619835392|0
2017-06-07|4125082112|4125082112|0
2017-06-08|17178219520|17178219520|0
2017-06-09|1272297984|1272297984|0
2017-06-10|3991468032|3991468032|0
2017-06-11|1115694080|1115694080|0
2017-06-12|15505712128|15505712128|0
2017-06-13|9505591296|9505591296|0
2017-06-14|22001718272|21715468800|286249472
2017-06-15|2330119680|2330119680|0
2017-06-16|2930959872|2930959872|0
2017-06-17|3376769536|3376769536|0
2017-06-18|12600981504|12600981504|0
2017-06-19|7891324416|7891324416|0
2017-06-20|1997070848|1997070848|0
2017-06-21|2067915264|2001013760|66901504
2017-06-22|16083117056|15972140544|110976512
2017-06-23|2157703680|2157703680|0
2017-06-24|1672980992|1672980992|0
2017-06-25|1454431232|1454431232|0
2017-06-26|4597582848|4597582848|0
2017-06-27|4631085056|4631085056|0
2017-06-28|26408538624|26366235136|42303488
2017-06-29|8938103808|8938103808|0
2017-06-30|10056576512|10056576512|0
2017-07-01|1603478528|1603478528|0
2017-07-02|1523913216|1523913216|0
2017-07-03|3518276608|3518276608|0
2017-07-04|4083893248|4083893248|0
2017-07-05|2908673024|2908673024|0
2017-07-06|4134461952|4134461952|0
2017-07-07|3374004224|3353997312|20006912
2017-07-08|3206306304|3206306304|0
2017-07-09|20176970240|20176970240|0
2017-07-10|8467824640|8446329344|21495296
2017-07-11|2440410112|2239672832|200737280
2017-07-12|4090732544|3919362048|171370496
2017-07-13|6030617088|6030617088|0
2017-07-14|197508571648|197508571648|0
2017-07-15|43809507328|43809507328|0
2017-07-16|2626849280|2626849280|0
2017-07-17|14371978240|14371978240|0
2017-07-18|17894341632|17894341632|0
2017-07-19|11197469696|11197469696|0
2017-07-20|8940773888|8719479296|221294592
2017-07-21|24965082112|24965082112|0
2017-07-22|9562204160|9562204160|0
2017-07-23|4819491328|4819491328|0
2017-07-24|4354313216|4354313216|0
2017-07-25|11481115136|11481115136|0
2017-07-26|9264325120|9264325120|0
2017-07-27|8185487872|8185487872|0
2017-07-28|4458827264|4458827264|0
2017-07-29|4180877824|4180877824|0
2017-07-30|70863055872|70863055872|0
2017-07-31|5409913344|5409913344|0
2017-08-01|26729687552|26729687552|0
2017-08-02|12408975872|12408975872|0
2017-08-03|231692192768|231692192768|0
2017-08-04|53678976000|53678976000|0
2017-08-05|110107378688|110107378688|0
2017-08-06|1741463552|1741463552|0
2017-08-07|4265191936|4265191936|0
2017-08-08|4833559040|4833559040|0
2017-08-09|7257391616|7257391616|0
2017-08-10|80295019008|80295019008|0
2017-08-11|26372266496|26372266496|0
2017-08-12|20887070208|20887070208|0
2017-08-13|1526588928|1526588928|0
2017-08-14|1685271040|1685271040|0
2017-08-15|7121032704|7121032704|0
2017-08-16|1623113216|1623113216|0
2017-08-17|2984718336|2699218944|285499392
2017-08-18|649357980672|649357980672|0
2017-08-19|885735857152|885735857152|0
2017-08-20|541465688064|541465688064|0
2017-08-21|996186624|996186624|0
2017-08-22|16092940800|16089205248|3735552
2017-08-23|20802496512|20802496512|0
2017-08-24|17751179776|17751179776|0
2017-08-25|20242650624|20242650624|0
2017-08-26|656867328|656867328|0
2017-08-27|607992832|607992832|0
2017-08-28|7224251392|7224251392|0
2017-08-29|46406985728|46406390784|594944
2017-08-30|2989563392|2989563392|0
2017-09-06|15152196096|15151970304|225792
2017-09-07|24136697856|24108065792|28632064
2017-09-08|10703037952|10292700672|410337280
2017-09-09|263242285056|2500225024|260742060032
2017-09-10|495957626368|1693836288|494263790080
2017-09-11|593554944000|35518486528|558036457472
2017-09-12|104892174848|104876360192|15814656
2017-09-13|57241675776|57241675776|0
2017-09-14|20387565568|20387565568|0
